,Winners,Losers
4459,Yancy Medeiros,Joe Proctor
4460,Jessica Penne,Randa Markos
4461,Felice Herrig,Lisa Ellis
4462,Heather Clark,Bec Rawlings
4463,Joanne Wood,Seo Hee Ham
4464,Tecia Torres,Angela Magana
4465,Aisling Daly,Alex Chambers
4466,Angela Hill,Emily Kagan
4467,Robbie Lawler,Johny Hendricks
4468,Anthony Pettis,Gilbert Melendez
4469,Travis Browne,Brendan Schaub
4470,Todd Duffee,Anthony Hamilton
4471,Tony Ferguson,Abel Trujillo
4472,Urijah Faber,Francisco Rivera
4473,Josh Samman,Eddie Gordon
4474,Corey Anderson,Justin Jones
4475,Raquel Pennington,Ashlee Evans-Smith
4476,Sergio Pettis,Matt Hobar
4477,Clay Collard,Alex White
4478,Frankie Edgar,Cub Swanson
4479,Edson Barboza,Bobby Green
4480,Chico Camus,Brad Pickett
4481,Aleksei Oleinik,Jared Rosholt
4482,Joseph Benavidez,Dustin Ortiz
4483,Matt Wiman,Isaac Vallie-Flagg
4484,Ruslan Magomedov,Josh Copeland
4485,Roger Narvaez,Luke Barnatt
4486,James Vick,Nick Hein
4487,Akbarh Arreola,Yves Edwards
4488,Paige VanZant,Kailin Curran
4489,Dooho Choi,Juan Manuel Puig
4490,Fabricio Werdum,Mark Hunt
4491,Kelvin Gastelum,Jake Ellenberger
4492,Ricardo Lamas,Dennis Bermudez
4493,Augusto Montano,Chris Heatherly
4494,Hector Urbina,Edgar Garcia
4495,Yair Rodriguez,Leonardo Morales
4496,Alejandro Perez,Jose Quinonez
4497,Jessica Eye,Leslie Smith
4498,Gabriel Benitez,Humberto Brown Morrison
4499,Henry Briones,Guido Cannetti
4500,Marco Beltran,Marlon Vera
4501,Ovince Saint Preux,Mauricio Rua
4502,Warlley Alves,Alan Jouban
4503,Claudio Silva,Leon Edwards
4504,Dhiego Lima,Jorge de Oliveira
4505,Juliana Lima,Nina Nunes
4506,Diego Rivas,Rodolfo Rubio Perez
4507,Caio Magalhaes,Trevor Smith
4508,Leandro Silva,Charlie Brenneman
4509,Thomas Almeida,Tim Gorman
4510,Colby Covington,Wagner Silva
4511,Luke Rockhold,Michael Bisping
4512,Al Iaquinta,Ross Pearson
4513,Robert Whittaker,Clint Hester
4514,Soa Palelei,Walt Harris
4515,Jake Matthews,Vagner Rocha
4516,Anthony Perosh,Guto Inocente
4517,Sam Alvey,Dylan Andrews
4518,Louis Smolka,Richie Vaculik
4519,Chris Clements,Vik Grujic
4520,Daniel Kelly,Luke Zachrich
4521,Marcus Brimage,Jumabieke Tuerxun
4522,Jose Aldo,Chad Mendes
4523,Phil Davis,Glover Teixeira
4524,Fabio Maldonado,Hans Stringer
4525,Darren Elkins,Lucas Martins
4526,Beneil Dariush,Diego Ferreira
4527,Neil Magny,William Macario
4528,Yan Cabral,Naoyuki Kotani
4529,Wilson Reis,Scott Jorgensen
4530,Andre Fili,Felipe Arantes
4531,Gilbert Burns,Christos Giagos
4532,Anthony Rocco Martin,Fabricio Camoes
4533,Rory MacDonald,Tarec Saffiedine
4534,Raphael Assuncao,Bryan Caraway
4535,Chad Laprise,Yosdenis Cedeno
4536,Elias Theodorou,Bruno Santos
4537,Nordine Taleb,Li Jingliang
4538,Mitch Gagnon,Roman Salazar
4539,Daron Cruickshank,Anthony Njokuani
4540,Olivier Aubin-Mercier,Jake Lindsey
4541,Paul Felder,Jason Saggo
4542,Chris Kelades,Paddy Holohan
4543,Albert Tumenov,Matt Dwyer
4544,Pedro Munhoz,Jerrod Sanders
4545,Rick Story,Gunnar Nelson
4546,Max Holloway,Akira Corassani
4547,Jan Blachowicz,Ilir Latifi
4548,Mike Wilkinson,Niklas Backstrom
4549,Magnus Cedenblad,Scott Askham
4550,Nicholas Musoke,Alexander Yakovlev
4551,Dennis Siver,Charles Rosa
4552,Cathal Pendred,Gasan Umalatov
4553,Krzysztof Jotko,Tor Troeng
4554,Mairbek Taisumov,Marcin Bandel
4555,Zubaira Tukhugov,Ernest Chavez
4556,Demetrious Johnson,Chris Cariaso
4557,Donald Cerrone,Eddie Alvarez
4558,Conor McGregor,Dustin Poirier
4559,Yoel Romero,Tim Kennedy
4560,Cat Zingano,Amanda Nunes
4561,Dominick Cruz,Takeya Mizugaki
4562,Jorge Masvidal,James Krause
4563,Stephen Thompson,Patrick Cote
4564,Brian Ebersole,John Howard
4565,Kevin Lee,Jon Tuck
4566,Manvel Gamburyan,Cody Gibson
4567,Mark Hunt,Roy Nelson
4568,Myles Jury,Takanori Gomi
4569,Yoshihiro Akiyama,Amir Sadollah
4570,Miesha Tate,Rin Nakai
4571,Kiichi Kunimoto,Richard Walsh
4572,Kyoji Horiguchi,Jon Delos Reyes
4573,Masanori Kanehara,Alex Caceres
4574,Katsunori Kikuno,Sam Sicilia
4575,Hyun Gyu Lim,Takenori Sato
4576,Kyung Ho Kang,Michinori Tanaka
4577,Johnny Case,Kazuki Tokudome
4578,Maximo Blanco,Dan Hooker
4579,Andrei Arlovski,Antonio Silva
4580,Gleison Tibau,Piotr Hallmann
4581,Leonardo Santos,Efrain Escudero
4582,Santiago Ponzinibbio,Wendell Oliveira Marques
4583,Iuri Alcantara,Russell Doane
4584,Jessica Andrade,Larissa Pacheco
4585,Godofredo Pepey,Dashon Johnson
4586,George Sullivan,Igor Araujo
4587,Francisco Trinaldo,Leandro Silva
4588,Sean Spencer,Paulo Thiago
4589,Rani Yahya,Johnny Bedford
4590,Jacare Souza,Gegard Mousasi
4591,Ben Rothwell,Alistair Overeem
4592,Matt Mitrione,Derrick Lewis
4593,Joe Lauzon,Michael Chiesa
4594,John Moraga,Justin Scoggins
4595,Al Iaquinta,Rodrigo Damm
4596,Rafael Natal,Chris Camozzi
4597,Chris Beal,Tateki Matsuda
4598,Chas Skelly,Sean Soriano
4599,TJ Dillashaw,Joe Soto
4600,Tony Ferguson,Danny Castillo
4601,Bethe Correia,Shayna Baszler
4602,Diego Ferreira,Ramsey Nijem
4603,Yancy Medeiros,Damon Jackson
4604,Derek Brunson,Lorenz Larkin
4605,Anthony Hamilton,Ruan Potts
4606,Chris Wade,Cain Carrizosa
4607,Rafael Dos Anjos,Benson Henderson
4608,Jordan Mein,Mike Pyle
4609,Thales Leites,Francis Carmont
4610,Max Holloway,Clay Collard
4611,James Vick,Valmir Lazaro
4612,Chas Skelly,Tom Niinimaki
4613,Neil Magny,Alex Garcia
4614,Beneil Dariush,Anthony Rocco Martin
4615,Matt Hobar,Aaron Phillips
4616,Ben Saunders,Chris Heatherly
4617,Wilson Reis,Joby Sanchez
4618,Michael Bisping,Cung Le
4619,Tyron Woodley,Dong Hyun Kim
4620,Zhang Lipeng,Brendan O'Reilly
4621,Guangyou Ning,Jianping Yang
4622,Sai Wang,Danny Mitchell
4623,Alberto Mina,Shinsho Anzai
4624,Yuta Sasaki,Roland Delorme
4625,Colby Covington,Anying Wang
4626,Royston Wee,Yao Zhikui
4627,Milana Dudieva,Elizabeth Phillips
4628,Ryan Bader,Ovince Saint Preux
4629,Ross Pearson,Gray Maynard
4630,Tim Boetsch,Brad Tavares
4631,Alan Jouban,Seth Baczynski
4632,Shawn Jordan,Jack May
4633,Thiago Tavares,Robert Peralta
4634,Jussier Formiga,Zach Makovsky
4635,Sara McMann,Lauren Murphy
4636,Tom Watson,Sam Alvey
4637,Frankie Saenz,Nolan Ticman
4638,Robbie Lawler,Matt Brown
4639,Anthony Johnson,Rogerio Nogueira
4640,Dennis Bermudez,Clay Guida
4641,Bobby Green,Josh Thomson
4642,Jorge Masvidal,Daron Cruickshank
4643,Patrick Cummins,Kyle Kingsbury
4644,Tim Means,Hernani Perpetuo
4645,Mike de la Torre,Brian Ortega
4646,Tiago dos Santos e Silva,Akbarh Arreola
4647,Gilbert Burns,Andreas Stahl
4648,Joanna Jedrzejczyk,Juliana Lima
4649,Noad Lahat,Steven Siler
4650,Conor McGregor,Diego Brandao
4651,Gunnar Nelson,Zak Cummings
4652,Ian McCall,Brad Pickett
4653,Norman Parke,Naoyuki Kotani
4654,Ilir Latifi,Chris Dempsey
4655,Neil Seery,Phil Harris
4656,Cathal Pendred,Mike King
4657,Trevor Smith,Tor Troeng
4658,Nikita Krylov,Cody Donovan
4659,Paddy Holohan,Josh Sampo
4660,Donald Cerrone,Jim Miller
4661,Edson Barboza,Evan Dunham
4662,Rick Story,Leonardo Mafra
4663,Joe Proctor,Justin Salas
4664,John Lineker,Alptekin Ozkilic
4665,Lucas Martins,Alex White
4666,Gleison Tibau,Pat Healy
4667,Leslie Smith,Jessamyn Duke
4668,Aljamain Sterling,Hugo Viana
4669,Yosdenis Cedeno,Jerrod Sanders
4670,Claudia Gadelha,Tina Lahdemaki
4671,Frankie Edgar,BJ Penn
4672,Corey Anderson,Matt Van Buren
4673,Eddie Gordon,Dhiego Lima
4674,Derrick Lewis,Guto Inocente
4675,Dustin Ortiz,Justin Scoggins
4676,Kevin Lee,Jesse Ronson
4677,Leandro Issa,Jumabieke Tuerxun
4678,Adriano Martins,Juan Manuel Puig
4679,Patrick Walsh,Daniel Spohn
4680,Sarah Moras,Alexis Dufresne
4681,Robert Drysdale,Keith Berish
4682,Chris Weidman,Lyoto Machida
4683,Ronda Rousey,Alexis Davis
4684,Uriah Hall,Thiago Santos
4685,Russell Doane,Marcus Brimage
4686,Urijah Faber,Alex Caceres
4687,Kenny Robertson,Ildemar Alcantara
4688,Bruno Santos,Chris Camozzi
4689,Rob Font,George Roop
4690,Luke Zachrich,Guilherme Vasconcelos
4691,Kevin Casey,Bubba Bush
4692,Cub Swanson,Jeremy Stephens
4693,Kelvin Gastelum,Nicholas Musoke
4694,Cezar Ferreira,Andrew Craig
4695,Ricardo Lamas,Hacran Dias
4696,Clint Hester,Antonio Braga Neto
4697,Joe Ellenberger,James Moontasri
4698,Diego Ferreira,Colton Smith
4699,Cody Gibson,Johnny Bedford
4700,Marcelo Guimaraes,Andy Enz
4701,Ray Borg,Shane Howell
4702,Aleksei Oleinik,Anthony Hamilton
4703,Nate Marquardt,James Te Huna
4704,Jared Rosholt,Soa Palelei
4705,Charles Oliveira,Hatsu Hioki
4706,Robert Whittaker,Mike Rhodes
4707,Jake Matthews,Dashon Johnson
4708,Richie Vaculik,Roldan Sangcha'an
4709,Vik Grujic,Chris Indich
4710,Neil Magny,Rodrigo de Lima
4711,Dan Hooker,Ian Entwistle
4712,Gian Villante,Sean O'Connell
4713,Demetrious Johnson,Ali Bagautinov
4714,Rory MacDonald,Tyron Woodley
4715,Ryan Bader,Rafael Cavalcante
4716,Andrei Arlovski,Brendan Schaub
4717,Ovince Saint Preux,Ryan Jimmo
4718,Kiichi Kunimoto,Daniel Sarafian
4719,Valerie Letourneau,Elizabeth Phillips
4720,Yves Jabouin,Mike Easton
4721,Tae Hyun Bang,Kajan Johnson
4722,Michinori Tanaka,Roland Delorme
4723,Jason Saggo,Josh Shockley
4724,Benson Henderson,Rustam Khabilov
4725,Diego Sanchez,Ross Pearson
4726,John Dodson,John Moraga
4727,Rafael Dos Anjos,Jason High
4728,Piotr Hallmann,Yves Edwards
4729,Bryan Caraway,Erik Perez
4730,Sergio Pettis,Yaotzin Meza
4731,Lance Benoist,Bobby Voelker
4732,Scott Jorgensen,Danny Martinez
4733,Jon Tuck,Jake Lindsey
4734,Patrick Cummins,Roger Narvaez
4735,Stipe Miocic,Fabio Maldonado
4736,Antonio Carlos Junior,Vitor Miranda
4737,Warlley Alves,Marcio Alexandre Junior
4738,Demian Maia,Alexander Yakovlev
4739,Robert Peralta,Rony Jason
4740,Rashid Magomedov,Rodrigo Damm
4741,Elias Silverio,Ernest Chavez
4742,Gasan Umalatov,Paulo Thiago
4743,Edimilson Souza,Mark Eddiva
4744,Ricardo Abreu,Wagner Silva
4745,Marcos Rogerio de Lima,Richardson Moreira
4746,Pedro Munhoz,Matt Hobar
4747,Gegard Mousasi,Mark Munoz
4748,CB Dollaway,Francis Carmont
4749,Sean Strickland,Luke Barnatt
4750,Niklas Backstrom,Tom Niinimaki
4751,Nick Hein,Drew Dober
4752,Magnus Cedenblad,Krzysztof Jotko
4753,Iuri Alcantara,Vaughan Lee
4754,Peter Sobotta,Pawel Pawlak
4755,Maximo Blanco,Andy Ogle
4756,Ruslan Magomedov,Viktor Pesta
4757,TJ Dillashaw,Renan Barao
4758,Daniel Cormier,Dan Henderson
4759,Robbie Lawler,Jake Ellenberger
4760,Takeya Mizugaki,Francisco Rivera
4761,James Krause,Jamie Varner
4762,Michael Chiesa,Francisco Trinaldo
4763,Tony Ferguson,Katsunori Kikuno
4764,Chris Holdsworth,Chico Camus
4765,Mitch Clarke,Al Iaquinta
4766,Vinc Pichel,Anthony Njokuani
4767,Sam Sicilia,Aaron Phillips
4768,Li Jingliang,David Michaud
4769,Matt Brown,Erick Silva
4770,Constantinos Philippou,Lorenz Larkin
4771,Daron Cruickshank,Erik Koch
4772,Neil Magny,Tim Means
4773,Soa Palelei,Ruan Potts
4774,Chris Cariaso,Louis Smolka
4775,Ed Herman,Rafael Natal
4776,Kyoji Horiguchi,Darrell Montague
4777,Zak Cummings,Yan Cabral
4778,Johnny Eduardo,Eddie Wineland
4779,Nik Lentz,Manvel Gamburyan
4780,Justin Salas,Ben Wall
4781,Albert Tumenov,Anthony Lapsley
4782,Jon Jones,Glover Teixeira
4783,Anthony Johnson,Phil Davis
4784,Luke Rockhold,Tim Boetsch
4785,Jim Miller,Yancy Medeiros
4786,Max Holloway,Andre Fili
4787,Joseph Benavidez,Tim Elliott
4788,Takanori Gomi,Isaac Vallie-Flagg
4789,Bethe Correia,Jessamyn Duke
4790,Danny Castillo,Charlie Brenneman
4791,Chris Beal,Patrick Williams
4792,Fabricio Werdum,Travis Browne
4793,Miesha Tate,Liz Carmouche
4794,Donald Cerrone,Edson Barboza
4795,Yoel Romero,Brad Tavares
4796,Khabib Nurmagomedov,Rafael Dos Anjos
4797,Thiago Alves,Seth Baczynski
4798,Jorge Masvidal,Pat Healy
4799,Alex White,Estevan Payan
4800,Caio Magalhaes,Luke Zachrich
4801,Jordan Mein,Hernani Perpetuo
4802,Dustin Ortiz,Ray Borg
4803,Mirsad Bektic,Chas Skelly
4804,Derrick Lewis,Jack May
4805,Tim Kennedy,Michael Bisping
4806,Patrick Cote,Kyle Noke
4807,Elias Theodorou,Sheldon Westcott
4808,Chad Laprise,Olivier Aubin-Mercier
4809,Dustin Poirier,Akira Corassani
4810,KJ Noons,Sam Stout
4811,Sarah Kaufman,Leslie Smith
4812,Ryan Jimmo,Sean O'Connell
4813,George Roop,Dustin Kimura
4814,Mark Bocek,Mike de la Torre
4815,Nordine Taleb,Vik Grujic
4816,Richard Walsh,Chris Indich
4817,Mitch Gagnon,Tim Gorman
4818,Roy Nelson,Antonio Rodrigo Nogueira
4819,Clay Guida,Tatsuya Kawajiri
4820,Ryan LaFlare,John Howard
4821,Ramsey Nijem,Beneil Dariush
4822,Jared Rosholt,Daniel Omielanczuk
4823,Thales Leites,Trevor Smith
4824,Jim Alers,Alan Omer
4825,Rani Yahya,Johnny Bedford
4826,Dan Henderson,Mauricio Rua
4827,CB Dollaway,Cezar Ferreira
4828,Leonardo Santos,Norman Parke
4829,Fabio Maldonado,Gian Villante
4830,Michel Prazeres,Mairbek Taisumov
4831,Rony Jason,Steven Siler
4832,Thiago Santos,Ronny Markes
4833,Jussier Formiga,Scott Jorgensen
4834,Kenny Robertson,Thiago Perpetuo
4835,Hans Stringer,Francimar Barroso
4836,Godofredo Pepey,Noad Lahat
4837,Johny Hendricks,Robbie Lawler
4838,Tyron Woodley,Carlos Condit
4839,Myles Jury,Diego Sanchez
4840,Hector Lombard,Jake Shields
4841,Ovince Saint Preux,Nikita Krylov
4842,Kelvin Gastelum,Rick Story
4843,Jessica Andrade,Raquel Pennington
4844,Dennis Bermudez,Jimy Hettes
4845,Alex Garcia,Sean Spencer
4846,Francisco Trevino,Renee Forte
4847,Justin Scoggins,Will Campuzano
4848,Sean Strickland,Robert McDaniel
4849,Robert Whiteford,Daniel Pineda
4850,Alexander Gustafsson,Jimi Manuwa
4851,Michael Johnson,Melvin Guillard
4852,Brad Pickett,Neil Seery
4853,Gunnar Nelson,Omari Akhmedov
4854,Ilir Latifi,Cyrille Diabate
4855,Luke Barnatt,Mats Nilsson
4856,Claudio Silva,Brad Scott
4857,Igor Araujo,Danny Mitchell
4858,Phil Harris,Louis Gaudinot
4859,Dong Hyun Kim,John Hathaway
4860,Zhang Lipeng,Sai Wang
4861,Matt Mitrione,Shawn Jordan
4862,Hatsu Hioki,Ivan Menjivar
4863,Yui Chul Nam,Kazuki Tokudome
4864,Vaughan Lee,Nam Phan
4865,Anying Wang,Albert Cheng
4866,Mark Eddiva,Jumabieke Tuerxun
4867,Ronda Rousey,Sara McMann
4868,Daniel Cormier,Patrick Cummins
4869,Rory MacDonald,Demian Maia
4870,Mike Pyle,TJ Waldburger
4871,Stephen Thompson,Robert Whittaker
4872,Alexis Davis,Jessica Eye
4873,Raphael Assuncao,Pedro Munhoz
4874,Aljamain Sterling,Cody Gibson
4875,Zach Makovsky,Josh Sampo
4876,Erik Koch,Rafaello Oliveira
4877,Ernest Chavez,Yosdenis Cedeno
4878,Lyoto Machida,Gegard Mousasi
4879,Jacare Souza,Francis Carmont
4880,Erick Silva,Takenori Sato
4881,Nicholas Musoke,Viscardi Andrade
4882,Charles Oliveira,Andy Ogle
4883,Joe Proctor,Cristiano Marcello
4884,Rodrigo Damm,Ivan Jorge
4885,Francisco Trinaldo,Jesse Ronson
4886,Iuri Alcantara,Wilson Reis
4887,Felipe Arantes,Maximo Blanco
4888,Ildemar Alcantara,Albert Tumenov
4889,Zubaira Tukhugov,Douglas Silva de Andrade
4890,Renan Barao,Urijah Faber
4891,Jose Aldo,Ricardo Lamas
4892,Alistair Overeem,Frank Mir
4893,Ali Bagautinov,John Lineker
4894,Abel Trujillo,Jamie Varner
4895,Alan Patrick,John Makdessi
4896,Chris Cariaso,Danny Martinez
4897,Nick Catone,Tom Watson
4898,Al Iaquinta,Kevin Lee
4899,Clint Hester,Andy Enz
4900,Rashid Magomedov,Anthony Rocco Martin
4901,Neil Magny,Gasan Umalatov
4902,Benson Henderson,Josh Thomson
4903,Stipe Miocic,Gabriel Gonzaga
4904,Donald Cerrone,Adriano Martins
4905,Jeremy Stephens,Darren Elkins
4906,Alex Caceres,Sergio Pettis
4907,Eddie Wineland,Yves Jabouin
4908,Chico Camus,Yaotzin Meza
4909,Hugo Viana,Ramiro Hernandez
4910,Daron Cruickshank,Mike Rio
4911,George Sullivan,Mike Rhodes
4912,Nikita Krylov,Walt Harris
4913,Luke Rockhold,Constantinos Philippou
4914,Brad Tavares,Lorenz Larkin
4915,TJ Dillashaw,Mike Easton
4916,Yoel Romero,Derek Brunson
4917,John Moraga,Dustin Ortiz
4918,Cole Miller,Sam Sicilia
4919,Ramsey Nijem,Justin Edwards
4920,Elias Silverio,Isaac Vallie-Flagg
4921,Trevor Smith,Brian Houston
4922,Louis Smolka,Alptekin Ozkilic
4923,Vinc Pichel,Garett Whiteley
4924,Beneil Dariush,Charlie Brenneman
4925,Tarec Saffiedine,Hyun Gyu Lim
4926,Tatsuya Kawajiri,Sean Soriano
4927,Kiichi Kunimoto,Luiz Dutra
4928,Kyung Ho Kang,Shunichi Shimizu
4929,Max Holloway,Will Chope
4930,Katsunori Kikuno,Quinn Mulhern
4931,Royston Wee,Dave Galera
4932,Mairbek Taisumov,Tae Hyun Bang
4933,Dustin Kimura,Jon Delos Reyes
4934,Russell Doane,Leandro Issa
4935,Chris Weidman,Anderson Silva
4936,Ronda Rousey,Miesha Tate
4937,Travis Browne,Josh Barnett
4938,Jim Miller,Fabricio Camoes
4939,Dustin Poirier,Diego Brandao
4940,Uriah Hall,Chris Leben
4941,Michael Johnson,Gleison Tibau
4942,Dennis Siver,Manvel Gamburyan
4943,John Howard,Siyar Bahadurzada
4944,William Macario,Bobby Voelker
4945,Robert Peralta,Estevan Payan
4946,Demetrious Johnson,Joseph Benavidez
4947,Urijah Faber,Michael McDonald
4948,Chad Mendes,Nik Lentz
4949,Joe Lauzon,Mac Danzig
4950,Ryan LaFlare,Court McGee
4951,Edson Barboza,Danny Castillo
4952,Bobby Green,Pat Healy
4953,Zach Makovsky,Scott Jorgensen
4954,Sam Stout,Cody McKenzie
4955,Abel Trujillo,Roger Bowling
4956,Alptekin Ozkilic,Darren Uyenoyama
4957,Mark Hunt,Antonio Silva
4958,Mauricio Rua,James Te Huna
4959,Ryan Bader,Anthony Perosh
4960,Soa Palelei,Pat Barry
4961,Clint Hester,Dylan Andrews
4962,Bethe Correia,Julie Kedzie
4963,Takeya Mizugaki,Nam Phan
4964,Caio Magalhaes,Nick Ring
4965,Justin Scoggins,Richie Vaculik
4966,Krzysztof Jotko,Bruno Santos
4967,Alex Garcia,Ben Wall
4968,Nate Diaz,Gray Maynard
4969,Julianna Pena,Jessica Rakoczy
4970,Chris Holdsworth,Davey Grant
4971,Jessamyn Duke,Peggy Morgan
4972,Raquel Pennington,Roxanne Modafferi
4973,Akira Corassani,Maximo Blanco
4974,Tom Niinimaki,Rani Yahya
4975,Jared Rosholt,Walt Harris
4976,Sean Spencer,Drew Dober
4977,Josh Sampo,Ryan Benoit
4978,Georges St-Pierre,Johny Hendricks
4979,Rashad Evans,Chael Sonnen
4980,Robbie Lawler,Rory MacDonald
4981,Tyron Woodley,Josh Koscheck
4982,Ali Bagautinov,Tim Elliott
4983,Donald Cerrone,Evan Dunham
4984,Thales Leites,Ed Herman
4985,Rick Story,Brian Ebersole
4986,Erik Perez,Edwin Figueroa
4987,Jason High,Anthony Lapsley
4988,Sergio Pettis,Will Campuzano
4989,Gian Villante,Cody Donovan
4990,Vitor Belfort,Dan Henderson
4991,Cezar Ferreira,Daniel Sarafian
4992,Rafael Cavalcante,Igor Pokrajac
4993,Brandon Thatch,Paulo Thiago
4994,Ryan LaFlare,Santiago Ponzinibbio
4995,Jeremy Stephens,Rony Jason
4996,Sam Sicilia,Godofredo Pepey
4997,Omari Akhmedov,Thiago Perpetuo
4998,Thiago Tavares,Justin Salas
4999,Adriano Martins,Daron Cruickshank
5000,Dustin Ortiz,Jose Maria
5001,Tim Kennedy,Rafael Natal
5002,Alexis Davis,Liz Carmouche
5003,Yoel Romero,Ronny Markes
5004,Rustam Khabilov,Jorge Masvidal
5005,Michael Chiesa,Colton Smith
5006,Bobby Green,James Krause
5007,Francisco Rivera,George Roop
5008,Dennis Bermudez,Steven Siler
5009,Amanda Nunes,Germaine de Randamie
5010,Lorenz Larkin,Chris Camozzi
5011,Yves Edwards,Yancy Medeiros
5012,Seth Baczynski,Neil Magny
5013,Derek Brunson,Brian Houston
5014,Lyoto Machida,Mark Munoz
5015,Ross Pearson,Melvin Guillard
5016,Jimi Manuwa,Ryan Jimmo
5017,Norman Parke,Jon Tuck
5018,Nicholas Musoke,Alessio Sakara
5019,John Lineker,Phil Harris
5020,Al Iaquinta,Piotr Hallmann
5021,Luke Barnatt,Andrew Craig
5022,Jessica Andrade,Rosi Sexton
5023,Cole Miller,Andy Ogle
5024,Jimy Hettes,Robert Whiteford
5025,Brad Scott,Michael Kuiper
5026,Cain Velasquez,Junior Dos Santos
5027,Daniel Cormier,Roy Nelson
5028,Gilbert Melendez,Diego Sanchez
5029,Gabriel Gonzaga,Shawn Jordan
5030,John Dodson,Darrell Montague
5031,Tim Boetsch,CB Dollaway
5032,Hector Lombard,Nate Marquardt
5033,Sarah Kaufman,Jessica Eye
5034,KJ Noons,George Sotiropoulos
5035,Adlan Amagov,TJ Waldburger
5036,Tony Ferguson,Mike Rio
5037,Andre Fili,Jeremy Larsen
5038,Kyoji Horiguchi,Dustin Pague
5039,Jake Shields,Demian Maia
5040,Dong Hyun Kim,Erick Silva
5041,Thiago Silva,Matt Hamill
5042,Fabio Maldonado,Joey Beltran
5043,Rousimar Palhares,Mike Pierce
5044,Raphael Assuncao,TJ Dillashaw
5045,Igor Araujo,Ildemar Alcantara
5046,Yan Cabral,David Mitchell
5047,Chris Cariaso,Iliarde Santos
5048,Alan Patrick,Garett Whiteley
5049,Jon Jones,Alexander Gustafsson
5050,Renan Barao,Eddie Wineland
5051,Brendan Schaub,Matt Mitrione
5052,Francis Carmont,Constantinos Philippou
5053,Khabib Nurmagomedov,Pat Healy
5054,Myles Jury,Mike Ricci
5055,Wilson Reis,Ivan Menjivar
5056,Stephen Thompson,Chris Clements
5057,Mitch Gagnon,Dustin Kimura
5058,John Makdessi,Renee Forte
5059,Michel Prazeres,Jesse Ronson
5060,Alex Caceres,Roland Delorme
5061,Daniel Omielanczuk,Nandor Guelmino
5062,Glover Teixeira,Ryan Bader
5063,Jacare Souza,Yushin Okami
5064,Joseph Benavidez,Jussier Formiga
5065,Piotr Hallmann,Francisco Trinaldo
5066,Rafael Natal,Tor Troeng
5067,Ali Bagautinov,Marcos Vinicius
5068,Edimilson Souza,Felipe Arantes
5069,Lucas Martins,Ramiro Hernandez
5070,Elias Silverio,Joao Zeferino
5071,Ivan Jorge,Keith Wisniewski
5072,Sean Spencer,Yuri Villefort
5073,Anthony Pettis,Benson Henderson
5074,Josh Barnett,Frank Mir
5075,Chad Mendes,Clay Guida
5076,Ben Rothwell,Brandon Vera
5077,Dustin Poirier,Erik Koch
5078,Gleison Tibau,Jamie Varner
5079,Tim Elliott,Louis Gaudinot
5080,Hyun Gyu Lim,Pascal Krauss
5081,Chico Camus,Kyung Ho Kang
5082,Soa Palelei,Nikita Krylov
5083,Al Iaquinta,Ryan Couture
5084,Magnus Cedenblad,Jared Hamman
5085,Carlos Condit,Martin Kampmann
5086,Rafael Dos Anjos,Donald Cerrone
5087,Kelvin Gastelum,Brian Melancon
5088,Court McGee,Robert Whittaker
5089,Takeya Mizugaki,Erik Perez
5090,Brad Tavares,Robert McDaniel
5091,Dylan Andrews,Papy Abedi
5092,Brandon Thatch,Justin Edwards
5093,Darren Elkins,Hatsu Hioki
5094,Jason High,James Head
5095,Zak Cummings,Ben Alloway
5096,Roger Bowling,Abel Trujillo
5097,Chael Sonnen,Mauricio Rua
5098,Travis Browne,Alistair Overeem
5099,Urijah Faber,Iuri Alcantara
5100,Matt Brown,Mike Pyle
5101,John Howard,Uriah Hall
5102,Michael Johnson,Joe Lauzon
5103,Michael McDonald,Brad Pickett
5104,Conor McGregor,Max Holloway
5105,Steven Siler,Mike Brown
5106,Diego Brandao,Daniel Pineda
5107,Manvel Gamburyan,Cole Miller
5108,Ovince Saint Preux,Cody Donovan
5109,James Vick,Ramsey Nijem
5110,Jose Aldo,Chan Sung Jung
5111,Phil Davis,Lyoto Machida
5112,Cezar Ferreira,Thiago Santos
5113,Thales Leites,Tom Watson
5114,John Lineker,Jose Maria
5115,Anthony Perosh,Vinny Magalhaes
5116,Amanda Nunes,Sheila Gaff
5117,Sergio Moraes,Neil Magny
5118,Ian McCall,Iliarde Santos
5119,Rani Yahya,Josh Clopton
5120,Francimar Barroso,Ednaldo Oliveira
5121,Viscardi Andrade,Bristol Marunde
5122,Demetrious Johnson,John Moraga
5123,Rory MacDonald,Jake Ellenberger
5124,Robbie Lawler,Bobby Voelker
5125,Liz Carmouche,Jessica Andrade
5126,Jorge Masvidal,Michael Chiesa
5127,Danny Castillo,Tim Means
5128,Melvin Guillard,Mac Danzig
5129,Daron Cruickshank,Yves Edwards
5130,Ed Herman,Trevor Smith
5131,Germaine de Randamie,Julie Kedzie
5132,Justin Salas,Aaron Riley
5133,Yaotzin Meza,John Albert
5134,Chris Weidman,Anderson Silva
5135,Frankie Edgar,Charles Oliveira
5136,Tim Kennedy,Roger Gracie
